survey_id,customer_id,survey_date,survey_type,nps_score,satisfaction_score,ease_of_use,would_recommend,payment_method_used
SRV001055,CUST00402,2024-09-26,Annual,,5,1,Yes,Visa
SRV001056,CUST00966,2022-10-28,Post-Purchase,,5,1,Yes,Debit
SRV001057,CUST00509,2024-08-23,Post-Purchase,,5,4,Yes,Mastercard
SRV001058,CUST00740,2023-07-30,Post-Purchase,,4,1,Yes,Debit
SRV001059,CUST00314,2022-04-26,Annual,,4,2,Maybe,Debit
SRV001060,CUST00338,2022-12-18,Post-Purchase,,4,1,No,Mastercard
SRV001061,CUST00367,2022-10-13,NPS,9.0,5,3,Yes,Mastercard
SRV001062,CUST00751,2024-09-20,Post-Purchase,,3,1,Yes,Debit
SRV001063,CUST00862,2024-12-22,NPS,5.0,5,3,No,Debit
SRV001064,CUST00617,2023-04-18,NPS,9.0,5,5,Yes,Mastercard
SRV001065,CUST00611,2023-12-30,Annual,,5,1,Yes,Mastercard
SRV001066,CUST00002,2022-12-28,NPS,10.0,4,1,Yes,Mastercard
SRV001067,CUST00357,2022-12-22,NPS,6.0,4,4,No,Cash
SRV001068,CUST00791,2022-01-28,Post-Purchase,,5,1,Yes,Mastercard
SRV001069,CUST00649,2023-02-28,Post-Purchase,,2,2,Yes,Mastercard
SRV001070,CUST00141,2022-10-28,NPS,5.0,3,5,Yes,Cash
SRV001071,CUST00182,2022-04-15,NPS,8.0,5,3,Yes,Visa
SRV001072,CUST00515,2024-04-17,Post-Purchase,,5,4,Yes,Debit
SRV001073,CUST00235,2022-02-20,NPS,7.0,4,2,Maybe,Mastercard
SRV001074,CUST00525,2024-10-29,Post-Purchase,,5,3,No,Mastercard
SRV001075,CUST00016,2022-11-24,Annual,,4,3,No,Mastercard
SRV001076,CUST00064,2023-10-20,Annual,,5,5,Yes,Mastercard
SRV001077,CUST00259,2023-08-03,Post-Purchase,,3,4,Yes,Mastercard
SRV001078,CUST00947,2023-08-10,Post-Purchase,,4,1,Yes,Visa
SRV001079,CUST00547,2022-03-15,NPS,2.0,5,2,No,Mastercard
SRV001080,CUST00924,2023-10-17,Annual,,5,1,No,Debit
SRV001081,CUST00276,2023-08-08,Annual,,5,5,No,Mastercard
SRV001082,CUST00953,2022-01-05,NPS,10.0,3,4,Yes,Mastercard
SRV001083,CUST00674,2024-06-08,NPS,8.0,3,4,No,Mastercard
SRV001084,CUST00183,2023-05-08,NPS,10.0,4,5,Yes,Mastercard
SRV001085,CUST00901,2024-01-02,NPS,10.0,2,4,Yes,Visa
SRV001086,CUST00956,2024-08-14,NPS,4.0,5,4,Yes,Debit
SRV001087,CUST00272,2022-07-07,NPS,8.0,3,1,Yes,Mastercard
SRV001088,CUST00170,2023-01-11,Post-Purchase,,5,3,Yes,Mastercard
SRV001089,CUST00617,2023-02-09,NPS,10.0,4,3,Yes,Mastercard
SRV001090,CUST00143,2023-11-21,Post-Purchase,,4,2,Yes,Mastercard
SRV001091,CUST00760,2023-07-26,Post-Purchase,,4,5,Maybe,Visa
SRV001092,CUST00952,2024-12-23,NPS,5.0,3,3,Yes,Cash
SRV001093,CUST00889,2023-03-29,NPS,4.0,5,5,No,Debit
SRV001094,CUST00733,2024-02-16,Post-Purchase,,4,2,No,Visa
SRV001095,CUST00297,2022-11-06,NPS,9.0,4,4,No,Visa
SRV001096,CUST00125,2022-12-02,Post-Purchase,,4,5,Yes,Visa
SRV001097,CUST00485,2024-02-24,NPS,0.0,5,4,Yes,Cash
SRV001098,CUST00598,2024-08-18,Post-Purchase,,4,3,Yes,Mastercard
SRV001099,CUST00608,2022-02-18,NPS,10.0,4,2,Yes,Mastercard
SRV001100,CUST00526,2022-03-07,Annual,,5,5,Yes,Visa
SRV001101,CUST00155,2024-04-20,Post-Purchase,,4,3,No,Cash
SRV001102,CUST00051,2024-11-02,Post-Purchase,,5,5,Yes,Cash
SRV001103,CUST00372,2022-11-27,NPS,5.0,5,5,Yes,Mastercard
SRV001104,CUST00542,2023-11-19,Post-Purchase,,4,2,Yes,Visa
SRV001105,CUST00022,2022-10-27,NPS,3.0,3,1,Maybe,Debit
SRV001106,CUST00396,2023-08-10,Post-Purchase,,5,1,Yes,Debit
SRV001107,CUST00335,2023-03-07,Annual,,4,3,Yes,Cash
SRV001108,CUST00776,2024-10-25,Post-Purchase,,4,3,Yes,Visa
SRV001109,CUST00818,2022-02-08,Post-Purchase,,3,2,Maybe,Visa
SRV001110,CUST00839,2023-08-17,Post-Purchase,,5,1,No,Debit
SRV001111,CUST00141,2024-05-08,Post-Purchase,,4,1,Yes,Cash
SRV001112,CUST00022,2022-05-22,NPS,10.0,3,1,No,Debit
SRV001113,CUST00398,2023-10-27,NPS,1.0,4,4,Maybe,Cash
SRV001114,CUST00554,2022-12-18,NPS,8.0,5,1,No,Debit
SRV001115,CUST00432,2024-10-30,NPS,5.0,4,2,No,Debit
SRV001116,CUST00610,2022-02-14,NPS,6.0,5,2,Maybe,Gift Card
SRV001117,CUST00085,2022-09-02,NPS,0.0,5,5,Yes,Cash
SRV001118,CUST00105,2024-07-16,Post-Purchase,,4,2,Yes,Debit
SRV001119,CUST00521,2022-06-28,Post-Purchase,,5,1,Maybe,Mastercard
SRV001120,CUST00991,2023-02-21,NPS,9.0,4,3,Yes,Debit
SRV001121,CUST00442,2022-01-29,Post-Purchase,,5,3,Yes,Mastercard
SRV001122,CUST00869,2022-09-11,Annual,,3,2,Maybe,Debit
SRV001123,CUST00144,2024-08-24,Post-Purchase,,4,2,Yes,Mastercard
SRV001124,CUST00631,2024-04-16,Annual,,3,3,Yes,Debit
SRV001125,CUST00691,2024-04-02,Post-Purchase,,2,1,Yes,Visa
SRV001126,CUST00931,2023-04-19,NPS,10.0,5,1,Maybe,Mastercard
SRV001127,CUST00233,2023-07-21,Post-Purchase,,3,2,Yes,Visa
SRV001128,CUST00758,2023-09-14,NPS,3.0,5,1,Yes,Visa
SRV001129,CUST00128,2022-10-05,Post-Purchase,,4,3,Yes,Gift Card
SRV001130,CUST00264,2022-08-31,Annual,,3,1,No,Gift Card
SRV001131,CUST00774,2024-07-25,Post-Purchase,,5,1,Maybe,Mastercard
SRV001132,CUST00100,2022-04-21,Post-Purchase,,4,1,No,Cash
SRV001133,CUST00048,2023-04-11,Annual,,5,5,No,Cash
SRV001134,CUST00830,2022-03-03,NPS,10.0,3,2,No,Visa
SRV001135,CUST00740,2024-08-29,NPS,9.0,4,3,Yes,Debit
SRV001136,CUST00899,2024-01-20,NPS,7.0,5,3,Yes,Cash
SRV001137,CUST00553,2023-06-05,Post-Purchase,,5,3,No,Mastercard
SRV001138,CUST00867,2023-02-06,Post-Purchase,,5,1,No,Mastercard
SRV001139,CUST00526,2024-07-06,NPS,7.0,4,2,No,Visa
SRV001140,CUST00903,2023-04-30,NPS,10.0,5,4,Maybe,Mastercard
SRV001141,CUST00169,2023-01-06,NPS,4.0,3,3,No,Debit
SRV001142,CUST00501,2024-05-26,NPS,9.0,4,2,No,Mastercard
SRV001143,CUST00997,2022-09-27,Annual,,4,2,Yes,Mastercard
SRV001144,CUST00223,2024-03-20,NPS,5.0,4,2,Yes,Visa
SRV001145,CUST00347,2022-08-03,NPS,10.0,4,5,Yes,Mastercard
SRV001146,CUST00475,2024-02-22,Post-Purchase,,3,4,No,Cash
SRV001147,CUST00843,2023-01-02,NPS,6.0,5,3,Yes,Cash
SRV001148,CUST00391,2023-10-08,NPS,6.0,3,1,Yes,Debit
SRV001149,CUST00654,2022-02-20,Post-Purchase,,5,4,No,Mastercard
SRV001150,CUST00452,2023-10-03,NPS,9.0,3,1,No,Mastercard
SRV001151,CUST00047,2024-05-26,NPS,0.0,2,4,No,Mastercard
SRV001152,CUST00067,2024-06-26,Post-Purchase,,4,4,Yes,Mastercard
SRV001153,CUST00079,2022-08-22,Post-Purchase,,5,3,No,Mastercard
SRV001154,CUST00484,2023-09-04,Post-Purchase,,5,5,Yes,Mastercard
SRV001155,CUST00903,2022-12-26,Post-Purchase,,4,4,Yes,Mastercard
SRV001156,CUST00758,2022-10-28,Annual,,3,5,Maybe,Visa
SRV001157,CUST00710,2023-02-21,NPS,7.0,3,2,No,Debit
SRV001158,CUST00752,2024-03-29,Post-Purchase,,5,5,Yes,Mastercard
SRV001159,CUST00555,2024-05-06,NPS,8.0,3,4,Maybe,Visa
SRV001160,CUST00328,2024-03-16,Annual,,3,4,Yes,Debit
SRV001161,CUST00907,2022-09-08,Post-Purchase,,4,3,No,Visa
SRV001162,CUST00293,2023-07-29,Post-Purchase,,5,5,No,Visa
SRV001163,CUST00463,2023-07-05,NPS,7.0,3,4,Yes,Visa
SRV001164,CUST00964,2023-12-03,Post-Purchase,,3,3,Yes,Cash
SRV001165,CUST00991,2024-09-24,NPS,9.0,5,5,Yes,Debit
SRV001166,CUST00682,2024-03-03,Annual,,3,3,Yes,Debit
SRV001167,CUST00156,2022-04-01,Annual,,4,5,Yes,Debit
SRV001168,CUST00810,2024-08-21,Post-Purchase,,5,3,Yes,Cash
SRV001169,CUST00602,2022-03-27,Post-Purchase,,5,1,Maybe,Mastercard
SRV001170,CUST00844,2023-03-09,Post-Purchase,,5,3,Yes,Debit
SRV001171,CUST00135,2024-12-11,NPS,9.0,4,3,No,Mastercard
SRV001172,CUST00541,2022-07-06,NPS,8.0,5,1,Yes,Mastercard
SRV001173,CUST00798,2023-08-31,NPS,4.0,2,3,Yes,Visa
SRV001174,CUST00401,2022-07-12,Post-Purchase,,4,3,Yes,Debit
SRV001175,CUST00315,2022-04-16,NPS,6.0,5,1,Yes,Debit
SRV001176,CUST00225,2022-03-11,NPS,9.0,3,3,Yes,Visa
SRV001177,CUST00566,2023-07-22,NPS,8.0,5,4,Yes,Mastercard
SRV001178,CUST00549,2023-10-07,NPS,3.0,4,5,Maybe,Cash
SRV001179,CUST00404,2024-05-23,NPS,6.0,5,3,Yes,Mastercard
SRV001180,CUST00721,2023-03-03,Annual,,4,3,Yes,Visa
SRV001181,CUST00302,2024-01-19,NPS,10.0,5,4,Yes,Mastercard
SRV001182,CUST00432,2022-03-10,Post-Purchase,,4,3,Yes,Debit
SRV001183,CUST00571,2023-05-06,NPS,6.0,1,3,No,Debit
SRV001184,CUST00742,2024-01-06,Annual,,3,1,No,Visa
SRV001185,CUST00847,2024-10-06,Post-Purchase,,4,2,Yes,Debit
SRV001186,CUST00822,2024-08-31,Post-Purchase,,4,2,Yes,Visa
SRV001187,CUST00016,2023-06-11,Post-Purchase,,4,4,Yes,Mastercard
SRV001188,CUST00852,2023-09-23,Post-Purchase,,4,4,No,Gift Card
SRV001189,CUST00425,2024-10-03,NPS,2.0,4,2,Maybe,Gift Card
SRV001190,CUST00888,2024-02-03,Post-Purchase,,4,1,No,Gift Card
SRV001191,CUST00413,2022-07-23,NPS,7.0,3,5,Maybe,Mastercard
SRV001192,CUST00269,2022-01-09,NPS,10.0,4,3,Yes,Visa
SRV001193,CUST00284,2022-08-11,NPS,10.0,5,3,Yes,Visa
SRV001194,CUST00131,2024-10-16,Annual,,4,2,Maybe,Debit
SRV001195,CUST00321,2022-06-10,NPS,10.0,5,1,No,Mastercard
SRV001196,CUST00030,2022-05-23,NPS,6.0,4,3,Yes,Mastercard
SRV001197,CUST00469,2022-07-07,Annual,,3,4,Maybe,Mastercard
SRV001198,CUST00929,2023-05-22,Annual,,4,5,Yes,Debit
SRV001199,CUST00833,2022-12-21,Post-Purchase,,3,1,Maybe,Debit
SRV001200,CUST00509,2024-08-13,NPS,9.0,5,5,Yes,Mastercard
SRV001201,CUST00950,2023-05-04,NPS,9.0,5,1,Maybe,Debit
SRV001202,CUST00795,2022-05-07,NPS,10.0,3,5,No,Cash
SRV001203,CUST00644,2024-08-04,Post-Purchase,,3,5,Yes,Cash
SRV001204,CUST00383,2024-08-05,Post-Purchase,,3,1,Yes,Visa
SRV001205,CUST00102,2023-01-28,Post-Purchase,,5,4,Maybe,Mastercard
SRV001206,CUST00186,2024-12-02,Post-Purchase,,4,1,Yes,Mastercard
SRV001207,CUST00995,2022-02-27,Annual,,5,2,Yes,Mastercard
SRV001208,CUST00935,2023-07-25,NPS,2.0,5,5,Maybe,Visa
SRV001209,CUST00664,2024-04-21,Annual,,3,3,Yes,Mastercard
SRV001210,CUST00047,2023-02-18,NPS,8.0,4,4,Maybe,Mastercard
SRV001211,CUST00195,2022-10-05,Post-Purchase,,4,2,Yes,Mastercard
SRV001212,CUST00811,2023-05-18,Post-Purchase,,4,3,Maybe,Mastercard
SRV001213,CUST00980,2022-06-18,Annual,,4,1,Maybe,Debit
SRV001214,CUST00406,2024-03-12,NPS,4.0,4,2,No,Visa
SRV001215,CUST00551,2022-09-10,Post-Purchase,,3,5,Maybe,Visa
SRV001216,CUST00151,2023-02-19,Post-Purchase,,5,3,Yes,Mastercard
SRV001217,CUST00302,2022-08-18,NPS,6.0,5,1,Yes,Mastercard
SRV001218,CUST00271,2022-05-03,NPS,7.0,5,5,Yes,Mastercard
SRV001219,CUST00666,2023-01-03,Post-Purchase,,4,4,Yes,Mastercard
SRV001220,CUST00514,2022-09-28,Annual,,4,3,No,Mastercard
SRV001221,CUST00713,2022-09-27,NPS,8.0,4,5,Yes,Cash
SRV001222,CUST00282,2022-05-11,NPS,8.0,1,5,Yes,Cash
SRV001223,CUST00604,2024-04-29,NPS,3.0,4,4,Maybe,Mastercard
SRV001224,CUST00495,2023-05-11,Annual,,4,2,Yes,Gift Card
SRV001225,CUST00716,2024-08-30,Annual,,3,5,Yes,Visa
SRV001226,CUST00310,2022-10-18,Post-Purchase,,2,3,Yes,Gift Card
SRV001227,CUST00064,2024-09-17,Post-Purchase,,4,1,No,Mastercard
SRV001228,CUST00638,2023-11-04,NPS,6.0,5,2,No,Debit
SRV001229,CUST00052,2023-01-28,NPS,6.0,4,2,No,Cash
SRV001230,CUST00807,2024-07-16,NPS,10.0,4,3,Yes,Cash
SRV001231,CUST00002,2023-01-14,Post-Purchase,,5,1,Yes,Mastercard
SRV001232,CUST00045,2024-09-15,NPS,6.0,5,4,No,Mastercard
SRV001233,CUST00533,2024-10-09,NPS,7.0,5,2,Yes,Mastercard
SRV001234,CUST00682,2022-10-17,NPS,8.0,5,2,Maybe,Debit
SRV001235,CUST00377,2023-01-22,Post-Purchase,,4,1,Yes,Debit
SRV001236,CUST00851,2022-11-12,NPS,0.0,4,2,Yes,Mastercard
SRV001237,CUST00335,2022-02-21,Post-Purchase,,3,2,Yes,Cash
SRV001238,CUST00575,2022-05-20,Post-Purchase,,2,1,Yes,Gift Card
SRV001239,CUST00610,2023-03-25,Post-Purchase,,3,2,Yes,Gift Card
SRV001240,CUST00695,2024-03-25,NPS,6.0,4,3,Yes,Cash
SRV001241,CUST00944,2022-11-15,Post-Purchase,,4,1,Yes,Cash
SRV001242,CUST00644,2022-12-12,NPS,9.0,4,4,Yes,Cash
SRV001243,CUST00949,2024-08-12,NPS,6.0,4,5,Yes,Mastercard
SRV001244,CUST00004,2022-08-02,Post-Purchase,,5,1,Yes,Debit
SRV001245,CUST00878,2024-09-04,NPS,7.0,4,3,No,Cash
SRV001246,CUST00412,2022-06-28,Annual,,3,3,No,Debit
SRV001247,CUST00871,2023-03-09,NPS,10.0,5,4,Maybe,Debit
SRV001248,CUST00657,2022-08-26,Annual,,5,5,Yes,Mastercard
SRV001249,CUST00339,2022-11-23,Annual,,5,1,Maybe,Debit
SRV001250,CUST00694,2024-09-10,Post-Purchase,,5,4,No,Mastercard
SRV001251,CUST00838,2023-05-25,NPS,3.0,4,2,No,Gift Card
SRV001252,CUST00117,2023-08-08,Post-Purchase,,3,3,Maybe,Mastercard
SRV001253,CUST00839,2022-02-08,Post-Purchase,,3,2,Maybe,Debit
SRV001254,CUST00778,2024-06-14,NPS,6.0,5,2,No,Visa
SRV001255,CUST00993,2023-08-20,NPS,9.0,5,1,Yes,Mastercard
SRV001256,CUST00353,2024-01-17,NPS,5.0,4,1,No,Debit
SRV001257,CUST00948,2024-08-24,Post-Purchase,,3,4,Yes,Cash
SRV001258,CUST00863,2022-01-25,NPS,2.0,4,5,No,Visa
SRV001259,CUST00684,2022-12-27,Post-Purchase,,3,2,Maybe,Mastercard
SRV001260,CUST00410,2022-02-22,Post-Purchase,,4,5,Yes,Debit
SRV001261,CUST00490,2022-05-25,Post-Purchase,,5,1,Yes,Visa
SRV001262,CUST00462,2022-03-18,NPS,10.0,1,5,Yes,Visa
SRV001263,CUST00196,2023-05-26,Post-Purchase,,5,3,Yes,Mastercard
SRV001264,CUST00031,2024-03-26,NPS,6.0,5,2,No,Debit
SRV001265,CUST00209,2022-03-04,Post-Purchase,,2,3,Maybe,Mastercard
SRV001266,CUST00939,2022-08-30,Post-Purchase,,4,2,No,Visa
SRV001267,CUST00781,2024-04-02,Annual,,1,1,Yes,Visa
SRV001268,CUST00967,2023-05-16,NPS,5.0,3,1,Yes,Debit
SRV001269,CUST00276,2022-01-11,Post-Purchase,,3,4,Yes,Mastercard
SRV001270,CUST00372,2023-10-01,NPS,9.0,5,3,Maybe,Mastercard
SRV001271,CUST00434,2023-05-27,Annual,,3,1,Maybe,Gift Card
SRV001272,CUST00195,2024-09-23,NPS,10.0,5,4,No,Mastercard
SRV001273,CUST00515,2024-12-05,NPS,8.0,1,3,Yes,Debit
SRV001274,CUST00873,2024-03-17,NPS,8.0,5,4,Yes,Debit
SRV001275,CUST00203,2023-05-22,NPS,10.0,5,4,Yes,Mastercard
SRV001276,CUST00877,2024-09-17,Annual,,5,3,Yes,Mastercard
SRV001277,CUST00270,2022-12-28,NPS,9.0,5,3,No,Mastercard
SRV001278,CUST00634,2022-06-29,NPS,1.0,2,5,Yes,Cash
SRV001279,CUST00063,2022-07-18,NPS,8.0,4,4,Yes,Mastercard
SRV001280,CUST00702,2023-02-13,Post-Purchase,,5,4,Yes,Mastercard
SRV001281,CUST00262,2022-12-30,Post-Purchase,,3,1,Yes,Visa
SRV001282,CUST00069,2023-08-31,Post-Purchase,,4,2,Maybe,Debit
SRV001283,CUST00841,2023-12-27,Post-Purchase,,5,4,No,Visa
SRV001284,CUST00928,2024-03-31,NPS,7.0,4,5,Yes,Mastercard
SRV001285,CUST00713,2022-10-14,NPS,3.0,4,5,Yes,Cash
SRV001286,CUST00777,2022-04-28,NPS,1.0,4,1,Yes,Gift Card
SRV001287,CUST00162,2024-12-25,NPS,4.0,5,5,Maybe,Debit
SRV001288,CUST00325,2022-10-08,NPS,9.0,4,4,Yes,Debit
SRV001289,CUST00100,2022-01-18,NPS,8.0,5,4,Maybe,Cash
SRV001290,CUST00655,2023-12-14,Annual,,2,5,Yes,Mastercard
SRV001291,CUST00810,2023-06-21,Post-Purchase,,3,4,Yes,Cash
SRV001292,CUST00178,2024-05-04,Post-Purchase,,4,5,Yes,Mastercard
SRV001293,CUST00244,2022-08-11,NPS,10.0,4,1,Maybe,Gift Card
SRV001294,CUST00369,2023-02-23,Post-Purchase,,5,4,Yes,Mastercard
SRV001295,CUST00262,2022-11-07,Post-Purchase,,3,3,Yes,Visa
SRV001296,CUST00197,2024-06-19,Post-Purchase,,4,2,No,Mastercard
SRV001297,CUST00903,2022-05-22,NPS,10.0,5,3,Maybe,Mastercard
SRV001298,CUST00537,2022-09-08,Post-Purchase,,4,5,No,Debit
SRV001299,CUST00124,2023-04-30,NPS,10.0,4,2,No,Mastercard
SRV001300,CUST00838,2024-05-07,NPS,5.0,3,2,Maybe,Gift Card
SRV001301,CUST00021,2023-05-10,NPS,2.0,5,3,Yes,Cash
SRV001302,CUST00049,2023-05-12,NPS,8.0,4,5,Yes,Debit
SRV001303,CUST00512,2022-09-22,Post-Purchase,,3,5,Maybe,Mastercard
SRV001304,CUST00775,2023-11-02,Annual,,2,5,Yes,Debit
SRV001305,CUST00781,2023-03-28,Post-Purchase,,3,4,Maybe,Visa
SRV001306,CUST00700,2022-04-15,Post-Purchase,,4,3,Yes,Cash
SRV001307,CUST00199,2024-01-13,Annual,,1,1,No,Mastercard
SRV001308,CUST00821,2024-12-19,NPS,8.0,4,1,Yes,Visa
SRV001309,CUST00558,2023-09-14,NPS,10.0,3,5,Yes,Mastercard
SRV001310,CUST00542,2024-07-17,Post-Purchase,,5,5,Yes,Visa
SRV001311,CUST00039,2024-09-12,NPS,8.0,5,1,Yes,Cash
SRV001312,CUST00456,2023-09-27,Post-Purchase,,5,5,No,Mastercard
SRV001313,CUST00434,2022-05-28,NPS,4.0,4,4,Maybe,Gift Card
SRV001314,CUST00633,2023-07-21,Post-Purchase,,3,3,Yes,Debit
SRV001315,CUST00653,2024-10-26,NPS,9.0,4,5,Maybe,Visa
SRV001316,CUST00050,2022-05-28,Post-Purchase,,5,1,Yes,Mastercard
SRV001317,CUST00064,2023-06-15,Annual,,4,1,Yes,Mastercard
SRV001318,CUST00544,2023-10-06,NPS,4.0,3,4,No,Visa
SRV001319,CUST00812,2022-05-15,Post-Purchase,,5,3,Maybe,Mastercard
SRV001320,CUST00688,2024-06-20,Annual,,4,4,Yes,Cash
SRV001321,CUST00771,2024-05-03,Post-Purchase,,3,5,No,Visa
SRV001322,CUST00903,2024-02-16,NPS,10.0,4,4,Yes,Mastercard
SRV001323,CUST00997,2023-12-11,NPS,10.0,1,2,No,Mastercard
SRV001324,CUST00176,2022-01-12,NPS,4.0,3,4,Maybe,Visa
SRV001325,CUST00933,2022-07-31,Annual,,3,1,Yes,Visa
SRV001326,CUST00591,2024-01-21,Post-Purchase,,5,2,No,Mastercard
SRV001327,CUST00181,2023-03-21,NPS,10.0,2,5,No,Mastercard
SRV001328,CUST00031,2023-10-24,NPS,7.0,5,1,No,Debit
SRV001329,CUST00151,2022-10-23,NPS,6.0,5,4,Maybe,Mastercard
SRV001330,CUST00820,2023-04-24,Post-Purchase,,5,5,Yes,Mastercard
SRV001331,CUST00821,2024-01-17,Post-Purchase,,3,1,Yes,Visa
SRV001332,CUST00182,2024-01-30,NPS,3.0,5,3,Yes,Visa
SRV001333,CUST00113,2024-09-10,Post-Purchase,,4,5,Yes,Mastercard
SRV001334,CUST00921,2024-11-06,Post-Purchase,,4,4,Yes,Debit
SRV001335,CUST00407,2022-02-26,Post-Purchase,,4,1,No,Cash
SRV001336,CUST00655,2022-11-06,NPS,8.0,5,2,Yes,Mastercard
SRV001337,CUST00841,2023-08-09,Post-Purchase,,4,5,Yes,Visa
SRV001338,CUST00155,2024-06-05,NPS,1.0,4,4,Yes,Cash
SRV001339,CUST00232,2023-11-24,Post-Purchase,,4,2,No,Mastercard
SRV001340,CUST00894,2023-07-16,Annual,,5,3,Yes,Mastercard
SRV001341,CUST00002,2022-03-11,Post-Purchase,,5,4,Yes,Mastercard
SRV001342,CUST00559,2023-11-27,Post-Purchase,,4,4,No,Mastercard
SRV001343,CUST00847,2023-05-16,NPS,4.0,3,1,Maybe,Debit
SRV001344,CUST00177,2023-05-21,Post-Purchase,,4,4,No,Mastercard
SRV001345,CUST00739,2022-03-15,Post-Purchase,,2,4,Maybe,Mastercard
SRV001346,CUST00988,2023-12-10,Post-Purchase,,5,4,Maybe,Mastercard
SRV001347,CUST00541,2022-12-19,NPS,7.0,5,4,Yes,Mastercard
SRV001348,CUST00929,2022-11-18,NPS,4.0,1,4,No,Debit
SRV001349,CUST00941,2023-06-13,Post-Purchase,,4,4,Yes,Visa
SRV001350,CUST00174,2024-11-06,NPS,1.0,2,3,Maybe,Cash
SRV001351,CUST00626,2024-11-29,NPS,3.0,4,4,Yes,Mastercard
SRV001352,CUST00241,2024-08-27,Post-Purchase,,5,4,No,Visa
SRV001353,CUST00743,2024-05-15,Annual,,5,4,Maybe,Mastercard
SRV001354,CUST00105,2024-08-28,Post-Purchase,,4,3,No,Debit
SRV001355,CUST00871,2023-03-02,Post-Purchase,,3,3,Maybe,Debit
SRV001356,CUST00687,2022-05-10,Post-Purchase,,4,2,Yes,Visa
SRV001357,CUST00420,2024-09-20,NPS,2.0,1,3,Maybe,Visa
SRV001358,CUST00846,2024-11-09,NPS,7.0,4,3,Maybe,Gift Card
SRV001359,CUST00556,2024-03-14,NPS,8.0,2,1,No,Visa
SRV001360,CUST00004,2024-04-06,Post-Purchase,,5,5,No,Debit
SRV001361,CUST00055,2023-07-30,Post-Purchase,,4,1,Yes,Mastercard
SRV001362,CUST00250,2022-05-21,Post-Purchase,,4,5,Yes,Gift Card
SRV001363,CUST00262,2024-05-06,Post-Purchase,,5,3,Maybe,Visa
SRV001364,CUST00498,2023-03-27,Post-Purchase,,4,1,Yes,Mastercard
SRV001365,CUST00136,2024-11-19,Annual,,3,3,No,Debit
SRV001366,CUST00650,2024-01-18,Annual,,5,2,No,Mastercard
SRV001367,CUST00193,2024-12-03,NPS,6.0,4,1,Yes,Visa
SRV001368,CUST00906,2023-12-29,Post-Purchase,,5,5,Maybe,Mastercard
SRV001369,CUST00244,2022-02-08,NPS,9.0,3,5,Yes,Gift Card
SRV001370,CUST00629,2023-10-22,NPS,6.0,2,5,Yes,Visa
SRV001371,CUST00900,2024-10-31,NPS,8.0,2,4,No,Mastercard
SRV001372,CUST00582,2023-12-29,Post-Purchase,,5,1,No,Mastercard
SRV001373,CUST00581,2023-04-03,NPS,10.0,3,4,Yes,Visa
SRV001374,CUST00542,2023-01-11,Post-Purchase,,3,3,Yes,Visa
SRV001375,CUST00725,2024-04-29,Post-Purchase,,3,2,Yes,Visa
SRV001376,CUST00707,2022-03-10,Post-Purchase,,3,5,Yes,Mastercard
SRV001377,CUST00309,2024-05-09,Post-Purchase,,4,3,No,Cash
SRV001378,CUST00425,2022-03-28,Post-Purchase,,3,4,No,Gift Card
SRV001379,CUST00213,2022-02-07,Annual,,5,5,Yes,Debit
SRV001380,CUST00721,2022-08-03,Post-Purchase,,3,5,Yes,Visa
SRV001381,CUST00923,2023-01-31,Annual,,4,5,No,Mastercard
SRV001382,CUST00230,2024-04-22,Post-Purchase,,4,1,Yes,Mastercard
SRV001383,CUST00753,2024-01-25,NPS,5.0,5,3,Yes,Debit
SRV001384,CUST00136,2024-07-29,NPS,5.0,4,2,No,Debit
SRV001385,CUST00464,2022-04-05,Annual,,1,2,Yes,Mastercard
SRV001386,CUST00276,2023-06-24,Annual,,5,3,Yes,Mastercard
SRV001387,CUST00442,2023-07-12,NPS,6.0,5,1,Maybe,Mastercard
SRV001388,CUST00386,2024-04-07,NPS,9.0,4,5,Yes,Visa
SRV001389,CUST00654,2024-10-27,Annual,,3,1,Yes,Mastercard
SRV001390,CUST00355,2024-10-30,Post-Purchase,,4,5,Yes,Mastercard
SRV001391,CUST00890,2023-09-02,Annual,,5,4,Yes,Mastercard
SRV001392,CUST00245,2023-10-22,Annual,,5,1,Yes,Mastercard
SRV001393,CUST00499,2023-04-28,Post-Purchase,,4,3,Maybe,Visa
SRV001394,CUST00938,2024-01-05,Annual,,5,3,Yes,Debit
SRV001395,CUST00444,2022-11-25,NPS,6.0,4,2,Yes,Mastercard
SRV001396,CUST00675,2023-12-17,Post-Purchase,,4,2,No,Mastercard
SRV001397,CUST00917,2022-04-28,NPS,9.0,4,3,Yes,Debit
SRV001398,CUST00144,2024-07-29,Post-Purchase,,5,3,No,Mastercard
SRV001399,CUST00174,2024-06-19,Post-Purchase,,4,3,Yes,Cash
SRV001400,CUST00271,2023-11-27,Post-Purchase,,5,2,No,Mastercard
SRV001401,CUST00126,2022-05-05,Annual,,2,5,No,Mastercard
SRV001402,CUST00555,2023-05-28,NPS,10.0,3,5,Maybe,Visa
SRV001403,CUST00844,2023-01-14,Post-Purchase,,4,3,Yes,Debit
SRV001404,CUST00775,2022-06-01,Annual,,5,1,No,Debit
SRV001405,CUST00912,2023-10-26,Annual,,3,4,Maybe,Cash
SRV001406,CUST00891,2024-01-09,Annual,,3,5,Yes,Visa
