engagement_id,customer_id,engagement_date,engagement_type,points_value,channel,session_duration_sec,conversion_flag
ENG001176,CUST00889,2024-06-06,Points Earn,103,Mobile App,0,0
ENG001177,CUST00080,2022-02-07,App Login,0,Online,309,0
ENG001178,CUST00293,2024-10-25,Points Redeem,65,Online,0,0
ENG001179,CUST00723,2023-05-05,App Login,0,Online,1263,0
ENG001180,CUST00411,2022-03-02,Promo Click,0,In-Store,677,0
ENG001181,CUST00855,2022-03-11,Referral,0,In-Store,0,0
ENG001182,CUST00854,2023-09-20,Points Earn,59,Online,0,0
ENG001183,CUST00461,2023-07-03,Points Earn,463,In-Store,0,0
ENG001184,CUST00812,2023-04-28,Promo Click,0,In-Store,568,0
ENG001185,CUST00639,2022-03-31,Points Earn,182,Mobile App,0,0
ENG001186,CUST00111,2022-09-06,Points Earn,664,In-Store,0,0
ENG001187,CUST00001,2024-11-16,Points Redeem,103,Online,0,0
ENG001188,CUST00078,2024-12-10,Points Earn,121,In-Store,0,0
ENG001189,CUST00544,2022-04-13,Promo Click,0,Mobile App,1690,0
ENG001190,CUST00812,2023-04-30,Points Earn,596,Mobile App,0,0
ENG001191,CUST00163,2024-01-18,App Login,0,In-Store,119,0
ENG001192,CUST00099,2022-07-21,App Login,0,In-Store,1666,0
ENG001193,CUST00150,2022-01-26,Promo Click,0,In-Store,274,0
ENG001194,CUST00055,2022-08-30,Points Earn,165,In-Store,0,0
ENG001195,CUST00580,2023-08-16,Promo Click,0,Online,1770,0
ENG001196,CUST00255,2024-07-20,Points Earn,405,In-Store,0,0
ENG001197,CUST00859,2022-05-27,App Login,0,In-Store,1639,0
ENG001198,CUST00199,2024-01-06,App Login,0,Mobile App,1415,0
ENG001199,CUST00342,2024-12-30,Promo Click,0,In-Store,273,0
ENG001200,CUST00273,2023-12-18,Promo Click,0,In-Store,1767,0
ENG001201,CUST00106,2022-10-01,Points Redeem,670,Online,0,0
ENG001202,CUST00116,2023-09-17,Points Redeem,489,Mobile App,0,0
ENG001203,CUST00320,2022-03-26,Points Earn,395,Online,0,0
ENG001204,CUST00903,2023-11-07,App Login,0,In-Store,1533,0
ENG001205,CUST00962,2024-09-04,Points Redeem,458,In-Store,0,0
ENG001206,CUST00897,2023-06-30,Promo Click,0,In-Store,1170,1
ENG001207,CUST00034,2024-02-14,Points Earn,453,In-Store,0,0
ENG001208,CUST00839,2023-02-28,Promo Click,0,In-Store,1187,1
ENG001209,CUST00774,2023-12-10,App Login,0,Mobile App,1245,0
ENG001210,CUST00320,2022-07-25,Points Earn,221,Online,0,0
ENG001211,CUST00735,2023-04-28,Promo Click,0,In-Store,1595,1
ENG001212,CUST00170,2023-09-08,Promo Click,0,In-Store,898,0
ENG001213,CUST00450,2022-11-14,Points Earn,388,In-Store,0,0
ENG001214,CUST00445,2022-05-06,Points Earn,69,In-Store,0,0
ENG001215,CUST00009,2022-10-17,App Login,0,Online,1349,0
ENG001216,CUST00364,2024-06-17,Points Earn,146,In-Store,0,0
ENG001217,CUST00372,2022-04-18,Promo Click,0,Online,1273,1
ENG001218,CUST00734,2023-06-06,Referral,0,In-Store,0,0
ENG001219,CUST00246,2024-12-22,Points Earn,205,Online,0,0
ENG001220,CUST00125,2024-02-10,Points Earn,86,In-Store,0,0
ENG001221,CUST00232,2024-07-05,Points Earn,528,In-Store,0,0
ENG001222,CUST00225,2023-01-11,Points Earn,53,Online,0,0
ENG001223,CUST00950,2022-02-20,Promo Click,0,Online,618,0
ENG001224,CUST00722,2024-05-30,Points Earn,136,In-Store,0,0
ENG001225,CUST00690,2022-03-12,Points Redeem,574,In-Store,0,0
ENG001226,CUST00032,2024-11-08,Promo Click,0,Online,1323,1
ENG001227,CUST00410,2023-05-10,Points Earn,70,In-Store,0,0
ENG001228,CUST00449,2024-04-17,Referral,0,In-Store,0,0
ENG001229,CUST00312,2024-01-16,Points Earn,18,In-Store,0,0
ENG001230,CUST00650,2022-03-12,Points Redeem,545,In-Store,0,0
ENG001231,CUST00770,2023-05-16,App Login,0,In-Store,1465,0
ENG001232,CUST00730,2024-09-13,Points Redeem,82,In-Store,0,0
ENG001233,CUST00867,2023-09-19,App Login,0,In-Store,195,0
ENG001234,CUST00643,2023-06-06,Promo Click,0,Online,1455,1
ENG001235,CUST00366,2022-11-19,App Login,0,In-Store,465,0
ENG001236,CUST00343,2024-06-18,Points Earn,250,In-Store,0,0
ENG001237,CUST00174,2023-08-26,App Login,0,Mobile App,1627,0
ENG001238,CUST00120,2022-03-28,Points Earn,158,In-Store,0,0
ENG001239,CUST00105,2024-02-25,App Login,0,In-Store,714,0
ENG001240,CUST00306,2022-04-21,Points Earn,361,In-Store,0,0
ENG001241,CUST00593,2024-10-09,Points Redeem,503,In-Store,0,0
ENG001242,CUST00874,2023-02-12,Promo Click,0,Online,481,0
ENG001243,CUST00176,2022-06-03,Points Earn,29,In-Store,0,0
ENG001244,CUST00336,2023-04-05,Referral,0,In-Store,0,0
ENG001245,CUST00333,2023-07-26,Points Redeem,179,Mobile App,0,0
ENG001246,CUST00350,2022-09-01,App Login,0,In-Store,582,0
ENG001247,CUST00168,2022-07-03,Promo Click,0,In-Store,1172,0
ENG001248,CUST00016,2022-10-21,Points Earn,239,Online,0,0
ENG001249,CUST00607,2023-01-11,Referral,0,In-Store,0,0
ENG001250,CUST00779,2024-06-09,Promo Click,0,In-Store,890,0
ENG001251,CUST00602,2024-07-06,Promo Click,0,In-Store,221,1
ENG001252,CUST00859,2024-11-29,Promo Click,0,In-Store,190,1
ENG001253,CUST00330,2023-02-27,Points Earn,76,In-Store,0,0
ENG001254,CUST00274,2024-12-19,Points Earn,507,In-Store,0,0
ENG001255,CUST00811,2023-04-25,Points Redeem,369,In-Store,0,0
ENG001256,CUST00954,2024-01-21,App Login,0,In-Store,742,0
ENG001257,CUST00167,2024-10-21,App Login,0,In-Store,680,0
ENG001258,CUST00798,2022-03-24,Points Earn,172,Mobile App,0,0
ENG001259,CUST00800,2024-12-31,Points Earn,11,In-Store,0,0
ENG001260,CUST00320,2024-06-25,App Login,0,Online,917,0
ENG001261,CUST00326,2023-11-11,Points Redeem,29,Mobile App,0,0
ENG001262,CUST00126,2022-10-05,Points Earn,226,In-Store,0,0
ENG001263,CUST00369,2023-07-01,Referral,0,Online,0,0
ENG001264,CUST00508,2023-02-27,Points Redeem,237,Online,0,0
ENG001265,CUST00255,2023-03-22,App Login,0,Mobile App,759,0
ENG001266,CUST00686,2022-09-27,App Login,0,In-Store,1233,0
ENG001267,CUST00131,2022-10-06,Points Earn,173,Online,0,0
ENG001268,CUST00926,2022-02-27,Points Earn,717,Mobile App,0,0
ENG001269,CUST00146,2024-12-18,App Login,0,In-Store,587,0
ENG001270,CUST00303,2024-08-04,Promo Click,0,In-Store,1394,0
ENG001271,CUST00694,2022-10-08,Points Earn,223,In-Store,0,0
ENG001272,CUST00404,2022-07-19,Points Redeem,660,Online,0,0
ENG001273,CUST00167,2023-06-21,App Login,0,In-Store,620,0
ENG001274,CUST00896,2024-08-18,Points Redeem,175,In-Store,0,0
ENG001275,CUST00487,2024-03-11,Promo Click,0,In-Store,995,1
ENG001276,CUST00430,2024-12-12,Points Earn,70,Online,0,0
ENG001277,CUST00684,2024-08-05,Points Redeem,209,In-Store,0,0
ENG001278,CUST00173,2024-07-25,Promo Click,0,In-Store,296,0
ENG001279,CUST00769,2024-01-02,Points Redeem,615,Online,0,0
ENG001280,CUST00662,2024-06-30,Points Earn,416,Online,0,0
ENG001281,CUST00937,2022-10-29,Points Earn,127,In-Store,0,0
ENG001282,CUST00962,2024-03-29,Points Earn,517,In-Store,0,0
ENG001283,CUST00034,2024-01-16,Points Earn,604,In-Store,0,0
ENG001284,CUST00860,2023-10-13,Promo Click,0,In-Store,1655,0
ENG001285,CUST00118,2024-12-09,Points Earn,665,In-Store,0,0
ENG001286,CUST00234,2024-10-18,Points Earn,582,In-Store,0,0
ENG001287,CUST00319,2023-06-03,Points Earn,160,Online,0,0
ENG001288,CUST00608,2024-12-19,Points Earn,103,Online,0,0
ENG001289,CUST00067,2023-06-15,App Login,0,Online,1188,0
ENG001290,CUST00675,2023-02-08,Promo Click,0,Online,829,1
ENG001291,CUST00222,2023-05-23,Promo Click,0,Mobile App,1597,1
ENG001292,CUST00904,2022-01-07,App Login,0,Mobile App,1399,0
ENG001293,CUST00993,2024-12-21,Referral,0,In-Store,0,0
ENG001294,CUST00060,2022-01-13,Promo Click,0,In-Store,926,0
ENG001295,CUST00689,2022-10-08,Promo Click,0,In-Store,1185,0
ENG001296,CUST00160,2022-01-02,Points Earn,752,Online,0,0
ENG001297,CUST00582,2022-09-17,Promo Click,0,Mobile App,385,0
ENG001298,CUST00476,2023-10-28,App Login,0,In-Store,331,0
ENG001299,CUST00892,2024-04-22,Points Earn,94,Online,0,0
ENG001300,CUST00686,2023-07-21,App Login,0,In-Store,239,0
ENG001301,CUST00851,2023-07-09,Points Redeem,412,In-Store,0,0
ENG001302,CUST00879,2024-01-18,Points Redeem,74,Online,0,0
ENG001303,CUST00135,2022-03-17,Promo Click,0,In-Store,554,0
ENG001304,CUST00972,2024-08-14,Points Earn,227,In-Store,0,0
ENG001305,CUST00001,2022-10-22,Promo Click,0,In-Store,711,0
ENG001306,CUST00290,2023-01-16,App Login,0,In-Store,1043,0
ENG001307,CUST00489,2024-02-27,Points Earn,697,Online,0,0
ENG001308,CUST00933,2024-09-02,Points Earn,158,In-Store,0,0
ENG001309,CUST00959,2023-12-21,Points Redeem,355,Mobile App,0,0
ENG001310,CUST00641,2023-04-14,Promo Click,0,In-Store,1612,0
ENG001311,CUST00109,2022-12-25,Points Earn,99,In-Store,0,0
ENG001312,CUST00991,2022-02-07,App Login,0,In-Store,89,0
ENG001313,CUST00863,2023-07-06,Promo Click,0,In-Store,69,0
ENG001314,CUST00760,2024-02-15,Points Redeem,152,Online,0,0
ENG001315,CUST00707,2024-03-25,Points Earn,415,In-Store,0,0
ENG001316,CUST00865,2022-02-04,Points Earn,652,In-Store,0,0
ENG001317,CUST00729,2023-12-05,Referral,0,In-Store,0,0
ENG001318,CUST00036,2023-08-01,Points Earn,693,Online,0,0
ENG001319,CUST00245,2023-10-07,Points Earn,166,Online,0,0
ENG001320,CUST00909,2022-03-11,Promo Click,0,Online,634,0
ENG001321,CUST00386,2023-06-14,Points Earn,127,In-Store,0,0
ENG001322,CUST00216,2022-11-29,Referral,0,Online,0,0
ENG001323,CUST00982,2023-11-05,Points Redeem,118,In-Store,0,0
ENG001324,CUST00624,2024-02-01,App Login,0,Mobile App,1459,0
ENG001325,CUST00438,2023-09-21,Promo Click,0,In-Store,1129,0
ENG001326,CUST00859,2022-06-20,Points Earn,142,Mobile App,0,0
ENG001327,CUST00065,2024-03-19,App Login,0,In-Store,353,0
ENG001328,CUST00084,2023-05-08,Points Redeem,663,In-Store,0,0
ENG001329,CUST00633,2022-08-06,Points Redeem,109,In-Store,0,0
ENG001330,CUST00958,2022-06-16,Promo Click,0,Online,990,0
ENG001331,CUST00317,2022-03-23,Points Redeem,369,Mobile App,0,0
ENG001332,CUST00087,2022-01-18,App Login,0,In-Store,1613,0
ENG001333,CUST00857,2023-08-10,Referral,0,In-Store,0,0
ENG001334,CUST00453,2024-07-29,Promo Click,0,In-Store,1402,0
ENG001335,CUST00374,2022-01-08,Points Earn,722,Online,0,0
ENG001336,CUST00867,2024-03-04,Promo Click,0,Online,903,0
ENG001337,CUST00208,2024-12-09,Points Earn,652,Mobile App,0,0
ENG001338,CUST00266,2024-12-14,Promo Click,0,Online,1020,0
ENG001339,CUST00441,2024-07-25,App Login,0,Online,1777,0
ENG001340,CUST00259,2024-02-15,App Login,0,Online,1166,0
ENG001341,CUST00297,2023-07-24,Points Earn,187,In-Store,0,0
ENG001342,CUST00031,2022-03-21,Points Earn,140,In-Store,0,0
ENG001343,CUST00516,2022-11-07,Points Earn,133,In-Store,0,0
ENG001344,CUST00852,2024-09-29,Points Earn,176,In-Store,0,0
ENG001345,CUST00264,2022-11-29,Points Earn,170,In-Store,0,0
ENG001346,CUST00709,2022-02-03,Promo Click,0,In-Store,1078,1
ENG001347,CUST00988,2023-05-19,Promo Click,0,Online,450,1
ENG001348,CUST00771,2024-12-23,Points Earn,68,In-Store,0,0
ENG001349,CUST00147,2022-03-28,Points Earn,104,In-Store,0,0
ENG001350,CUST00160,2024-09-01,Promo Click,0,Mobile App,838,1
ENG001351,CUST00365,2023-11-02,Points Earn,85,In-Store,0,0
ENG001352,CUST00717,2022-12-20,App Login,0,In-Store,913,0
ENG001353,CUST00421,2022-10-30,Points Earn,528,In-Store,0,0
ENG001354,CUST00013,2022-11-22,Promo Click,0,Online,491,0
ENG001355,CUST00542,2024-12-02,Points Earn,67,In-Store,0,0
ENG001356,CUST00903,2022-04-30,Points Earn,476,Mobile App,0,0
ENG001357,CUST00403,2022-03-30,Points Redeem,70,Online,0,0
ENG001358,CUST00683,2023-08-07,Points Redeem,429,In-Store,0,0
ENG001359,CUST00820,2022-10-05,Points Earn,777,Mobile App,0,0
ENG001360,CUST00678,2022-05-13,Promo Click,0,In-Store,431,0
ENG001361,CUST00291,2022-12-05,Points Redeem,175,Online,0,0
ENG001362,CUST00483,2023-08-09,Points Earn,414,In-Store,0,0
ENG001363,CUST00275,2023-03-29,App Login,0,In-Store,834,0
ENG001364,CUST00960,2024-10-03,Points Earn,172,In-Store,0,0
ENG001365,CUST00343,2024-07-19,Promo Click,0,In-Store,443,1
ENG001366,CUST00099,2022-08-17,Points Earn,257,In-Store,0,0
ENG001367,CUST00362,2023-08-30,Points Earn,734,Online,0,0
ENG001368,CUST00355,2024-03-30,Points Earn,214,In-Store,0,0
ENG001369,CUST00771,2023-11-14,Points Redeem,167,Online,0,0
ENG001370,CUST00372,2024-05-23,Points Earn,701,Online,0,0
ENG001371,CUST00823,2022-11-02,Points Earn,107,In-Store,0,0
ENG001372,CUST00644,2024-11-01,Promo Click,0,In-Store,70,0
ENG001373,CUST00204,2023-04-25,Points Redeem,131,Mobile App,0,0
ENG001374,CUST00811,2022-10-17,Points Earn,131,In-Store,0,0
ENG001375,CUST00986,2024-05-08,Referral,0,In-Store,0,0
ENG001376,CUST00922,2023-03-02,Promo Click,0,Mobile App,352,0
ENG001377,CUST00578,2023-06-05,Promo Click,0,Online,457,1
ENG001378,CUST00010,2022-08-13,Points Earn,186,Online,0,0
ENG001379,CUST00111,2022-09-28,Points Earn,54,Online,0,0
ENG001380,CUST00390,2024-01-17,Promo Click,0,Mobile App,1553,0
ENG001381,CUST00330,2023-12-14,Points Earn,588,In-Store,0,0
ENG001382,CUST00515,2024-03-07,App Login,0,In-Store,113,0
ENG001383,CUST00105,2024-05-02,App Login,0,In-Store,222,0
ENG001384,CUST00888,2024-02-22,Points Redeem,166,In-Store,0,0
ENG001385,CUST00993,2022-07-30,Points Redeem,639,In-Store,0,0
ENG001386,CUST00935,2024-05-31,Points Redeem,63,In-Store,0,0
ENG001387,CUST00734,2022-03-13,App Login,0,In-Store,1299,0
ENG001388,CUST00195,2022-10-27,Points Earn,630,In-Store,0,0
ENG001389,CUST00585,2023-06-09,Points Earn,124,Mobile App,0,0
ENG001390,CUST00747,2024-03-08,Promo Click,0,In-Store,517,1
ENG001391,CUST00350,2024-08-15,Points Earn,154,Online,0,0
ENG001392,CUST00514,2023-05-05,Points Earn,555,Online,0,0
ENG001393,CUST00130,2024-08-13,Promo Click,0,Online,987,0
ENG001394,CUST00676,2022-08-06,App Login,0,In-Store,129,0
ENG001395,CUST00144,2023-10-30,Promo Click,0,Online,439,0
ENG001396,CUST00893,2022-05-08,Points Earn,130,In-Store,0,0
ENG001397,CUST00184,2022-06-19,Promo Click,0,Mobile App,1381,0
ENG001398,CUST00971,2023-11-21,Points Earn,167,Online,0,0
ENG001399,CUST00910,2023-12-25,Points Earn,503,In-Store,0,0
ENG001400,CUST00202,2024-09-12,Points Redeem,480,Online,0,0
ENG001401,CUST00317,2023-05-18,Promo Click,0,Online,1255,1
ENG001402,CUST00477,2024-03-15,App Login,0,Mobile App,811,0
ENG001403,CUST00741,2024-06-03,Promo Click,0,In-Store,365,1
ENG001404,CUST00476,2022-09-21,Points Earn,16,Online,0,0
ENG001405,CUST00294,2022-05-15,Promo Click,0,Online,583,0
ENG001406,CUST00140,2024-09-17,Points Earn,464,Mobile App,0,0
ENG001407,CUST00992,2024-10-27,Points Earn,529,In-Store,0,0
ENG001408,CUST00278,2023-03-14,Points Earn,515,Mobile App,0,0
ENG001409,CUST00962,2022-01-31,Points Earn,298,Online,0,0
ENG001410,CUST00757,2022-02-25,Points Earn,175,Mobile App,0,0
ENG001411,CUST00994,2024-11-06,Points Earn,182,In-Store,0,0
ENG001412,CUST00483,2024-08-18,Promo Click,0,In-Store,241,0
ENG001413,CUST00026,2022-12-08,Points Earn,49,In-Store,0,0
ENG001414,CUST00083,2023-05-26,Promo Click,0,In-Store,1350,1
ENG001415,CUST00870,2024-03-20,Promo Click,0,Mobile App,727,1
ENG001416,CUST00240,2023-08-25,Points Earn,796,In-Store,0,0
ENG001417,CUST00372,2024-12-06,Referral,0,In-Store,0,0
ENG001418,CUST00823,2024-05-10,Points Earn,74,In-Store,0,0
ENG001419,CUST00151,2022-05-16,Promo Click,0,Mobile App,590,1
ENG001420,CUST00769,2023-04-12,Referral,0,In-Store,0,0
ENG001421,CUST00053,2022-11-02,Points Earn,24,In-Store,0,0
ENG001422,CUST00702,2023-10-15,Promo Click,0,Online,1728,0
ENG001423,CUST00712,2022-03-26,Points Earn,43,In-Store,0,0
ENG001424,CUST00228,2024-09-21,Points Redeem,530,Online,0,0
ENG001425,CUST00865,2024-02-03,App Login,0,In-Store,1775,0
ENG001426,CUST00587,2023-05-10,Promo Click,0,In-Store,233,0
ENG001427,CUST00330,2022-09-04,Points Redeem,378,Online,0,0
ENG001428,CUST00326,2024-07-01,Points Earn,195,Mobile App,0,0
ENG001429,CUST00689,2024-01-06,Promo Click,0,Mobile App,351,0
ENG001430,CUST00109,2024-08-20,Points Redeem,10,Online,0,0
ENG001431,CUST00670,2023-12-10,App Login,0,In-Store,244,0
ENG001432,CUST00441,2022-01-31,Points Redeem,477,In-Store,0,0
ENG001433,CUST00422,2024-04-06,Promo Click,0,Online,1472,1
ENG001434,CUST00616,2023-09-24,App Login,0,Mobile App,1563,0
ENG001435,CUST00877,2022-05-24,Points Redeem,218,In-Store,0,0
ENG001436,CUST00977,2023-09-20,Promo Click,0,In-Store,196,0
ENG001437,CUST00384,2024-11-15,App Login,0,In-Store,1604,0
ENG001438,CUST00275,2022-04-11,Promo Click,0,In-Store,1089,1
ENG001439,CUST00127,2024-10-14,Points Earn,158,In-Store,0,0
ENG001440,CUST00151,2022-12-25,Points Earn,594,Online,0,0
ENG001441,CUST00708,2023-08-28,Promo Click,0,Online,871,1
ENG001442,CUST00361,2023-01-19,Promo Click,0,Mobile App,1152,0
ENG001443,CUST00688,2024-03-08,Points Earn,139,In-Store,0,0
ENG001444,CUST00683,2023-12-18,Points Earn,443,In-Store,0,0
ENG001445,CUST00634,2024-04-01,Points Earn,176,Online,0,0
ENG001446,CUST00439,2022-09-05,Points Redeem,68,In-Store,0,0
ENG001447,CUST00746,2023-09-15,Points Earn,156,Online,0,0
ENG001448,CUST00123,2023-02-28,Points Earn,198,In-Store,0,0
ENG001449,CUST00015,2024-07-14,Points Redeem,127,In-Store,0,0
ENG001450,CUST00390,2022-12-11,Points Redeem,80,Online,0,0
ENG001451,CUST00033,2024-05-06,Points Redeem,143,In-Store,0,0
ENG001452,CUST00694,2023-01-03,Points Redeem,609,In-Store,0,0
ENG001453,CUST00654,2022-01-30,Promo Click,0,In-Store,1519,0
ENG001454,CUST00803,2022-04-04,Points Earn,386,Online,0,0
ENG001455,CUST00468,2022-08-09,Points Redeem,634,Mobile App,0,0
ENG001456,CUST00098,2024-04-28,Points Earn,55,Mobile App,0,0
ENG001457,CUST00555,2024-08-08,Points Earn,143,In-Store,0,0
ENG001458,CUST00562,2022-06-07,Promo Click,0,In-Store,894,1
ENG001459,CUST00170,2024-01-07,Points Earn,234,Online,0,0
ENG001460,CUST00342,2024-08-06,Promo Click,0,In-Store,1679,1
ENG001461,CUST00837,2023-02-27,Points Earn,615,In-Store,0,0
ENG001462,CUST00175,2024-10-22,Points Earn,526,In-Store,0,0
ENG001463,CUST00797,2024-04-16,Promo Click,0,Mobile App,857,1
ENG001464,CUST00748,2022-12-05,Points Earn,634,Online,0,0
ENG001465,CUST00580,2023-03-15,Points Earn,164,Online,0,0
ENG001466,CUST00424,2023-05-22,Points Earn,502,In-Store,0,0
ENG001467,CUST00217,2022-02-28,Promo Click,0,Online,1530,0
ENG001468,CUST00556,2024-10-16,Points Earn,41,Mobile App,0,0
ENG001469,CUST00931,2023-01-09,Promo Click,0,In-Store,1638,0
ENG001470,CUST00167,2024-12-02,Points Earn,298,Online,0,0
ENG001471,CUST00985,2022-08-26,Points Earn,205,Online,0,0
ENG001472,CUST00612,2023-04-15,Points Redeem,78,In-Store,0,0
ENG001473,CUST00974,2023-05-06,Referral,0,Mobile App,0,0
ENG001474,CUST00446,2024-03-15,Points Earn,392,In-Store,0,0
ENG001475,CUST00923,2024-05-26,Points Redeem,404,Mobile App,0,0
ENG001476,CUST00930,2024-12-03,Points Redeem,162,In-Store,0,0
ENG001477,CUST00790,2024-12-21,Points Redeem,615,In-Store,0,0
ENG001478,CUST00874,2022-09-25,App Login,0,Online,286,0
ENG001479,CUST00936,2023-06-27,Referral,0,Online,0,0
ENG001480,CUST00509,2022-10-25,Points Earn,232,Mobile App,0,0
ENG001481,CUST00058,2023-12-26,App Login,0,Online,1642,0
ENG001482,CUST00734,2022-03-14,Points Earn,93,Online,0,0
ENG001483,CUST00460,2022-10-10,App Login,0,Mobile App,348,0
ENG001484,CUST00988,2022-10-26,Promo Click,0,In-Store,105,0
ENG001485,CUST00959,2022-12-19,Promo Click,0,Mobile App,737,1
ENG001486,CUST00613,2023-05-15,App Login,0,In-Store,1310,0
ENG001487,CUST00398,2023-03-16,Promo Click,0,Online,756,0
ENG001488,CUST00123,2023-03-03,Points Earn,721,Online,0,0
ENG001489,CUST00087,2024-05-19,Promo Click,0,In-Store,873,1
ENG001490,CUST00186,2024-10-05,Promo Click,0,Online,453,0
ENG001491,CUST00849,2022-07-23,Points Earn,577,Online,0,0
ENG001492,CUST00998,2024-01-01,Points Redeem,107,Online,0,0
ENG001493,CUST00036,2022-08-26,Promo Click,0,Online,1372,1
ENG001494,CUST00978,2022-08-19,Promo Click,0,In-Store,330,0
ENG001495,CUST00160,2022-10-24,Points Earn,139,In-Store,0,0
ENG001496,CUST00019,2023-10-19,Promo Click,0,In-Store,437,0
ENG001497,CUST00207,2023-10-22,Points Redeem,69,Online,0,0
ENG001498,CUST00082,2022-04-10,Points Redeem,325,In-Store,0,0
ENG001499,CUST00609,2024-11-04,Points Earn,175,Mobile App,0,0
ENG001500,CUST00766,2023-01-29,Points Earn,92,Mobile App,0,0
ENG001501,CUST00625,2022-05-11,Points Redeem,145,Mobile App,0,0
ENG001502,CUST00446,2023-03-07,Points Earn,69,Online,0,0
ENG001503,CUST00302,2022-12-21,Points Redeem,571,In-Store,0,0
ENG001504,CUST00918,2024-08-22,Points Earn,102,In-Store,0,0
ENG001505,CUST00211,2023-12-12,Points Earn,149,Online,0,0
ENG001506,CUST00495,2024-07-09,Referral,0,In-Store,0,0
ENG001507,CUST00867,2023-09-22,Promo Click,0,Online,770,0
ENG001508,CUST00622,2024-09-26,Promo Click,0,In-Store,1756,0
ENG001509,CUST00839,2022-08-28,Points Earn,24,In-Store,0,0
ENG001510,CUST00108,2023-05-22,Promo Click,0,In-Store,888,1
ENG001511,CUST00242,2022-09-04,Promo Click,0,Mobile App,1209,0
ENG001512,CUST00702,2024-07-03,Points Redeem,757,Mobile App,0,0
ENG001513,CUST00830,2022-08-22,Points Earn,73,Mobile App,0,0
ENG001514,CUST00392,2023-09-26,Points Redeem,10,In-Store,0,0
ENG001515,CUST00488,2024-06-17,Points Redeem,51,In-Store,0,0
ENG001516,CUST00083,2024-12-05,Promo Click,0,In-Store,1376,0
ENG001517,CUST00342,2023-04-08,Points Earn,325,Online,0,0
ENG001518,CUST00886,2023-11-28,Points Earn,20,In-Store,0,0
ENG001519,CUST00835,2022-02-14,App Login,0,Online,1538,0
ENG001520,CUST00446,2023-06-16,Promo Click,0,In-Store,880,0
ENG001521,CUST00459,2024-08-18,Promo Click,0,In-Store,207,0
ENG001522,CUST00318,2022-04-30,Referral,0,Mobile App,0,0
ENG001523,CUST00636,2022-10-02,Points Redeem,710,Mobile App,0,0
ENG001524,CUST00500,2022-12-10,Points Redeem,478,In-Store,0,0
ENG001525,CUST00856,2023-10-31,Promo Click,0,Mobile App,1354,1
ENG001526,CUST00411,2022-12-15,App Login,0,Online,67,0
ENG001527,CUST00302,2023-09-22,Points Earn,768,In-Store,0,0
ENG001528,CUST00981,2022-04-07,Referral,0,In-Store,0,0
ENG001529,CUST00318,2023-07-30,Points Earn,28,Online,0,0
ENG001530,CUST00557,2024-09-04,Points Earn,106,Online,0,0
ENG001531,CUST00170,2022-07-04,Points Redeem,444,Online,0,0
ENG001532,CUST00072,2024-07-12,App Login,0,In-Store,1596,0
ENG001533,CUST00126,2024-12-29,Points Redeem,355,Online,0,0
ENG001534,CUST00391,2023-11-08,Points Redeem,190,In-Store,0,0
ENG001535,CUST00356,2023-01-17,Promo Click,0,In-Store,1513,1
ENG001536,CUST00412,2024-06-29,Points Earn,28,Online,0,0
ENG001537,CUST00306,2022-05-25,App Login,0,In-Store,1331,0
ENG001538,CUST00610,2024-02-11,Points Earn,166,Online,0,0
ENG001539,CUST00672,2022-12-03,Promo Click,0,In-Store,964,0
ENG001540,CUST00379,2022-12-08,Points Earn,170,Mobile App,0,0
ENG001541,CUST00608,2024-04-20,Points Redeem,544,Mobile App,0,0
ENG001542,CUST00790,2023-01-16,Points Earn,219,In-Store,0,0
ENG001543,CUST00655,2023-02-27,Points Redeem,292,Online,0,0
ENG001544,CUST00058,2024-05-19,App Login,0,Online,1024,0
ENG001545,CUST00823,2022-05-07,Points Redeem,125,In-Store,0,0
ENG001546,CUST00138,2023-10-06,Promo Click,0,In-Store,493,1
ENG001547,CUST00981,2024-04-27,Promo Click,0,Online,1720,0
ENG001548,CUST00258,2024-12-23,Points Redeem,110,In-Store,0,0
ENG001549,CUST00493,2024-07-15,Promo Click,0,In-Store,1603,0
ENG001550,CUST00678,2022-10-21,Promo Click,0,In-Store,1237,1
ENG001551,CUST00330,2022-07-07,App Login,0,In-Store,1500,0
ENG001552,CUST00272,2024-11-22,Points Redeem,257,Online,0,0
ENG001553,CUST00134,2023-05-23,App Login,0,In-Store,349,0
ENG001554,CUST00224,2024-11-18,Promo Click,0,Online,759,0
ENG001555,CUST00708,2023-02-26,Points Earn,26,Mobile App,0,0
ENG001556,CUST00589,2024-04-07,Points Earn,495,Online,0,0
ENG001557,CUST00421,2024-06-13,Points Redeem,261,Mobile App,0,0
ENG001558,CUST00447,2022-03-11,Points Redeem,40,Mobile App,0,0
ENG001559,CUST00388,2024-12-08,Points Earn,308,In-Store,0,0
ENG001560,CUST00453,2022-07-29,Points Redeem,74,Mobile App,0,0
ENG001561,CUST00826,2022-08-31,App Login,0,Online,1254,0
ENG001562,CUST00834,2024-01-23,Points Earn,121,Online,0,0
ENG001563,CUST00669,2023-02-22,Points Earn,149,Online,0,0
ENG001564,CUST00810,2022-07-24,Promo Click,0,Online,1507,0
ENG001565,CUST00008,2024-08-13,Points Earn,647,In-Store,0,0
ENG001566,CUST00657,2024-01-08,Points Earn,70,Online,0,0
ENG001567,CUST00373,2024-10-04,Referral,0,In-Store,0,0
